"cv_metric_AUC","logLoss","AUC","prAUC","Accuracy","Kappa","F1","Sensitivity","Specificity","Pos_Pred_Value","Neg_Pred_Value","Precision","Recall","Detection_Rate","Balanced_Accuracy","method","seed","version"
0.62484375,0.689527461932119,0.634210526315789,0.625476136286304,0.512820512820513,0,0.677966101694915,1,0,0.512820512820513,NA,0.512820512820513,1,0.512820512820513,0.5,"glmnet",42,"Default"
0.631222426470588,0.671259240102449,0.631578947368421,0.620917545365955,0.564102564102564,0.124174372523118,0.604651162790698,0.65,0.473684210526316,0.565217391304348,0.5625,0.565217391304348,0.65,0.333333333333333,0.561842105263158,"glmnet",42,"Tuned"
0.659237132352941,0.650806510145218,0.711842105263158,0.646995680717456,0.641025641025641,0.285340314136126,0.611111111111111,0.55,0.736842105263158,0.6875,0.608695652173913,0.6875,0.55,0.282051282051282,0.643421052631579,"rf",42,"Default"
0.664484068627451,0.64651038445858,0.727631578947368,0.663757553698282,0.692307692307692,0.385826771653543,0.684210526315789,0.65,0.736842105263158,0.722222222222222,0.666666666666667,0.722222222222222,0.65,0.333333333333333,0.693421052631579,"rf",42,"Tuned"
