"cv_metric_AUC","logLoss","AUC","prAUC","Accuracy","Kappa","F1","Sensitivity","Specificity","Pos_Pred_Value","Neg_Pred_Value","Precision","Recall","Detection_Rate","Balanced_Accuracy","method","seed"
0.62484375,0.689527461932119,0.634210526315789,0.625476136286304,0.512820512820513,0,0.677966101694915,1,0,0.512820512820513,NA,0.512820512820513,1,0.512820512820513,0.5,"glmnet",42
0.659237132352941,0.650806510145218,0.711842105263158,0.646995680717456,0.641025641025641,0.285340314136126,0.611111111111111,0.55,0.736842105263158,0.6875,0.608695652173913,0.6875,0.55,0.282051282051282,0.643421052631579,"rf",42
